CONGLOME,VIVIENDA,HOGAR,UBIGEO,P1131,P1132,P1133,P1135,P1136,P1137,P1139,P1121,P1141,P1142,P101,P102,P1172$02,radio,tv_color,tv_bn,refrigeradora,P207,P208A,P301A,MIEPERHO,INGHOG2D
18728,10,11,160301,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,1,43,5,9,32024.4453125
18728,11,11,160301,0,1,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,43,4,4,11624.8798828125
18728,12,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,2,42,6,6,9455.666015625
18728,83,11,160301,0,1,0,0,1,0,0,0,0,1,1,7,0,1,1,2,2,1,42,6,6,21208.169921875
18728,85,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,2,71,4,4,17749.802734375
18728,86,11,160301,0,1,0,0,0,0,0,0,0,1,1,7,0,2,2,2,2,1,23,8,4,24607.79296875
18728,84,11,160301,0,1,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,53,5,4,39063.546875
18748,1,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,53,4,2,4761.7763671875
18748,2,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,63,4,1,5785.3173828125
18748,3,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,2,75,3,1,3150.95166015625
18748,4,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,1,1,58,5,5,17326.03515625
18748,61,11,160301,0,1,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,36,4,3,8101.67236328125
18748,62,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,1,1,42,5,6,5013.80322265625
18748,63,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,2,1,2,2,1,38,6,6,10682.171875
18748,64,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,48,6,11,30165.77734375
18769,2,11,160301,0,0,0,0,1,1,0,1,0,1,1,7,30,1,1,2,2,1,70,3,6,8200.6015625
18769,4,11,160301,0,0,0,0,1,1,0,1,0,1,1,7,30,2,1,2,2,1,34,6,5,8613.994140625
18769,102,11,160301,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,55,5,6,10292.513671875
18769,104,11,160301,0,1,0,0,1,1,0,0,0,0,1,7,0,2,1,2,2,1,42,4,8,9145.9326171875
18769,105,11,160301,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,30,6,7,7438.29150390625
18769,106,11,160301,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,71,4,2,5496.5888671875
18741,89,11,160303,0,1,0,0,0,1,0,1,0,1,1,1,0,2,1,2,1,1,57,8,1,26393.974609375
18741,16,11,160303,0,0,0,0,1,1,0,1,0,1,1,7,0,2,1,2,2,1,59,7,8,28384.41015625
18741,181,11,160303,0,0,0,0,1,1,0,1,0,1,1,7,0,2,1,2,2,2,51,6,8,26112.26953125
18741,108,11,160303,0,1,0,0,0,0,0,1,0,1,1,7,0,1,1,2,1,1,39,8,4,23213.51953125
18741,126,11,160303,0,1,0,0,1,0,0,1,0,1,1,7,0,1,1,2,1,1,44,7,8,56503.78515625
18741,163,11,160303,0,1,0,0,0,1,0,1,0,1,1,7,0,1,1,2,1,1,51,6,5,36310.53125
18741,71,11,160303,0,1,0,1,1,1,0,1,0,1,1,7,0,2,1,2,1,1,54,10,4,64954.51953125
18741,53,11,160303,0,1,0,1,1,0,0,1,0,1,1,7,0,1,1,2,1,1,58,6,3,69161.1640625
18736,66,11,160303,0,0,0,0,1,1,0,1,0,0,1,7,11,2,2,2,2,1,39,5,6,7261.44384765625
18736,67,11,160303,0,0,0,0,1,1,0,1,0,0,1,7,0,2,2,2,2,1,32,5,6,11765.2998046875
18736,68,11,160303,0,0,0,0,1,1,0,1,0,1,1,7,0,2,1,2,2,1,34,5,8,16579.25390625
18736,65,11,160303,0,0,0,0,1,1,0,1,0,1,1,7,0,2,2,2,2,1,42,8,6,21449.4765625
18736,190,11,160303,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,37,5,6,9710.904296875
18736,193,11,160303,1,1,0,0,1,0,0,1,0,1,1,7,0,1,1,2,2,1,40,8,4,68173.25
18736,194,11,160303,0,0,0,0,1,1,0,1,0,1,1,7,0,2,2,2,2,1,30,5,4,13851.974609375
18736,195,11,160303,0,0,0,0,1,1,0,0,0,1,5,9,0,2,2,2,2,1,37,4,6,10837.677734375
18727,41,11,160303,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,44,5,11,32869.0234375
18727,43,11,160303,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,27,5,8,24588.77734375
18727,44,11,160303,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,74,4,1,8009.30419921875
18727,126,11,160303,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,66,4,3,10771.6318359375
18727,127,11,160303,0,0,0,0,1,1,0,1,0,1,1,7,85,2,2,2,2,1,33,4,4,19607.505859375
18727,128,11,160303,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,1,1,32,6,8,19558.060546875
18727,129,11,160303,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,37,5,7,15710.123046875
18727,131,11,160303,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,51,4,4,22489.2578125
20645,77,11,160304,0,0,0,0,1,1,0,1,0,0,1,7,14,2,2,2,2,2,39,6,4,10397.2724609375
20645,78,11,160304,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,39,7,7,19805.9140625
20645,79,11,160304,0,0,0,0,1,1,0,1,0,1,5,7,13,2,2,2,2,1,68,6,5,14659.65234375
20645,80,11,160304,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,37,5,7,6034.50732421875
20645,166,11,160304,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,25,5,4,7368.2841796875
20645,167,11,160304,0,0,0,0,1,1,0,0,0,0,1,9,0,2,2,2,2,1,61,3,5,5236.46728515625
20645,168,11,160304,0,0,0,0,1,1,0,0,0,0,5,9,0,2,2,2,2,1,21,3,2,63913.14453125
20645,169,11,160304,0,0,0,0,1,1,0,0,0,0,5,9,0,2,2,2,2,2,33,3,2,2029.26684570313
18659,7,11,160305,0,0,0,0,1,0,0,1,0,0,1,7,0,2,2,2,2,1,35,4,1,19964.66796875
18659,80,11,160305,0,1,0,1,0,0,0,1,0,1,1,7,0,2,2,2,1,1,34,5,3,45415.3828125
18659,24,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,1,1,59,6,3,39101.20703125
18659,52,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,36,3,2,12285.119140625
18659,66,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,2,2,2,1,66,8,9,39689.3984375
18659,94,11,160305,0,1,0,0,0,0,0,1,0,1,1,7,0,2,1,2,1,2,43,7,3,39536.69140625
18773,76,11,160305,0,0,0,0,1,1,0,1,0,0,5,9,16,2,2,2,2,1,23,4,4,11242.0732421875
18773,74,11,160305,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,30,3,4,10552.8720703125
18773,75,11,160305,0,0,0,0,1,1,0,1,0,1,5,9,18,2,2,2,2,1,26,4,4,7832.82763671875
18773,77,11,160305,0,0,0,0,1,1,0,1,0,0,5,9,22,2,2,2,2,1,47,4,9,35111.54296875
18773,113,11,160305,0,0,0,0,1,1,0,1,0,1,1,7,0,2,1,2,2,1,63,5,3,7971.45263671875
18773,114,11,160305,0,1,0,0,1,1,0,1,0,1,1,7,0,2,1,2,1,1,32,4,9,17518.158203125
18773,115,11,160305,0,1,0,0,0,0,0,1,0,1,1,7,0,2,1,2,2,1,18,6,2,13451.58984375
18773,116,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,33,4,9,7969.43896484375
18759,157,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,75,5,3,14941.853515625
18759,159,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,75,5,3,8195.8134765625
18759,160,11,160305,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,36,4,5,50823.80859375
18759,310,11,160305,0,0,0,0,1,0,0,1,0,0,1,7,42,2,1,2,2,1,47,4,6,8983.02734375
18759,311,11,160305,0,0,0,0,0,0,0,1,0,1,1,7,30,2,1,2,2,1,51,5,1,9232.2998046875
18759,312,11,160305,0,0,0,0,1,1,0,1,0,0,1,7,35,2,1,2,2,1,55,3,4,8833.8154296875
18759,313,11,160305,0,1,0,0,1,0,0,1,0,1,5,9,33,2,2,2,2,1,54,7,6,63725.859375
18759,314,11,160305,0,0,0,0,1,0,0,1,0,1,1,7,38,1,2,2,2,1,36,5,5,54058.1796875
18656,10,11,160401,0,1,0,0,1,0,0,1,0,1,1,7,34,2,2,2,2,2,60,10,1,30585.3359375
18687,3,11,160401,0,1,0,1,0,0,0,1,0,1,1,1,111,2,1,2,1,1,62,4,4,34132
18687,22,11,160401,0,1,0,1,0,0,0,1,0,1,1,7,136,1,1,2,1,1,58,10,2,63299.91015625
18687,41,11,160401,0,0,0,0,0,0,0,1,0,0,1,9,24,1,1,2,2,1,86,4,1,13460
18687,79,11,160401,0,1,0,0,1,0,0,1,0,1,1,1,58,2,1,2,1,1,44,8,1,40420
18687,99,11,160401,1,0,0,0,1,0,0,1,0,1,1,7,30,2,1,2,2,1,23,6,3,26018.33984375
18687,118,11,160401,0,0,0,0,0,1,0,1,0,1,1,9,23,1,1,2,2,1,63,6,6,21059.2109375
18656,26,11,160401,0,1,0,1,0,0,0,1,0,1,1,7,100,1,1,2,1,2,69,6,2,33039.01953125
18656,56,11,160401,0,1,0,1,0,0,0,1,0,1,1,7,142,2,1,2,1,1,72,8,5,96250.78125
18656,90,11,160401,0,1,0,0,1,0,0,1,0,1,1,7,58,1,1,2,1,1,69,10,3,70852.96875
18656,103,11,160401,0,1,0,1,1,0,0,1,0,1,1,9,53,1,1,2,2,1,78,8,7,63494.3203125
18700,74,11,160401,0,0,0,0,1,0,0,1,0,1,1,7,10,2,1,2,2,1,79,7,8,20558.533203125
18700,9,11,160401,0,1,0,0,0,0,0,1,0,1,1,1,21,2,2,2,1,2,22,8,4,42773.04296875
18700,22,11,160401,0,1,0,0,1,0,0,1,0,1,1,7,21,1,1,2,1,1,63,6,4,29187.373046875
18700,60,11,160401,0,1,0,0,0,0,0,1,0,1,1,1,28,2,1,2,1,1,38,6,4,18424.037109375
18664,5,11,160401,0,1,0,0,0,0,0,1,0,1,1,1,29,2,1,2,2,2,31,5,3,71026.75
18664,19,11,160401,0,1,0,0,0,1,0,1,0,1,1,7,55,2,2,2,2,1,38,6,2,10684.8408203125
18664,32,11,160401,0,1,0,0,1,0,0,1,0,1,1,7,48,1,2,2,2,1,20,6,3,29516.279296875
18664,57,11,160401,0,0,0,0,1,1,0,1,0,0,1,7,50,2,1,2,2,1,69,3,2,8853.369140625
18664,94,11,160401,0,0,0,0,1,1,0,1,0,0,1,1,50,2,2,2,2,1,53,3,2,6650.265625
18755,93,11,160401,0,0,0,0,1,1,0,1,0,1,1,7,12,1,1,2,2,1,43,6,5,38203.640625
18755,94,11,160401,0,0,0,0,1,1,0,1,0,1,1,7,5,2,1,2,1,1,38,7,5,37292.234375
18755,95,11,160401,0,0,0,0,1,1,0,1,0,1,1,7,53,2,1,2,1,1,74,6,3,29371.21484375
18755,269,11,160401,0,0,0,0,1,1,0,1,0,0,1,7,8,2,1,2,2,1,58,6,5,16666.70703125
18755,270,11,160401,0,1,0,0,1,0,0,1,0,1,1,7,67,2,1,2,2,1,38,4,4,8828.6396484375
18755,271,11,160401,0,0,0,0,1,1,0,1,0,1,1,7,8,2,2,2,2,2,67,6,7,18102.1796875
18755,272,11,160401,0,0,0,0,1,1,0,1,0,0,1,7,65,1,1,2,1,2,46,10,2,37026.375
18767,97,11,160402,0,1,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,50,6,3,17496.962890625
18767,98,11,160402,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,1,38,5,6,17486.962890625
18767,99,11,160402,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,1,53,5,3,16954.365234375
18767,100,11,160402,0,0,0,0,1,0,0,0,0,0,1,7,0,1,1,2,2,1,76,3,3,11225.0478515625
18749,59,11,160402,0,0,0,0,0,0,0,0,0,1,1,7,0,2,2,2,2,1,69,4,1,15732.96875
18749,162,11,160402,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,38,6,4,28574.625
18749,164,11,160402,0,0,0,0,1,0,0,1,0,0,1,7,18,2,2,2,2,1,62,6,5,15780.6064453125
18749,60,11,160402,0,1,0,0,1,0,0,1,0,1,1,1,28,2,1,2,1,1,49,6,3,21931.779296875
18749,57,11,160402,0,1,0,0,1,0,0,1,0,1,1,7,35,2,1,2,1,1,55,10,4,69801.796875
18749,165,11,160402,0,1,0,0,1,0,0,1,0,0,1,7,18,2,2,2,2,1,33,5,5,8829.689453125
18749,163,11,160402,0,1,0,0,1,0,0,1,0,1,1,7,18,2,1,2,1,1,67,5,2,7958.970703125
18749,167,11,160402,0,0,0,0,1,0,0,1,0,1,1,7,16,2,2,2,2,1,56,5,7,25961.357421875
18767,194,11,160402,0,0,0,0,0,0,0,0,0,0,5,7,0,1,2,2,2,1,61,3,1,3563.14282226563
18767,195,11,160402,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,1,1,58,6,7,50880.59375
18767,196,11,160402,0,0,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,42,5,5,12024.748046875
18753,26,11,160403,0,1,0,0,0,1,0,1,0,1,1,7,42,2,1,2,1,1,44,6,5,28555.939453125
18753,56,11,160403,0,1,0,0,0,0,0,1,0,1,1,7,24,2,1,2,1,1,46,6,6,39435.59375
18753,62,11,160403,0,1,0,0,0,0,0,1,0,1,1,7,47,1,1,2,1,1,46,8,4,22874.5234375
18753,80,11,160403,0,1,0,0,0,1,0,1,0,1,1,7,26,2,1,2,1,1,38,8,6,14829.2587890625
18753,117,11,160403,0,1,0,0,0,0,0,1,0,1,1,7,61,1,1,2,1,2,39,8,3,22183.7734375
18753,126,11,160403,0,1,0,0,0,1,0,0,0,1,1,7,0,2,2,2,2,1,33,5,7,26413.3046875
18753,149,11,160403,0,1,0,1,0,0,0,1,0,1,1,7,73,2,1,2,1,1,42,8,4,74223.8125
18744,81,11,160403,0,1,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,48,6,5,33812.75
18744,83,11,160403,0,1,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,80,4,2,15350.63671875
18744,82,11,160403,0,1,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,37,6,5,27474.984375
18744,85,11,160403,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,1,1,40,5,10,34032.0859375
18744,88,11,160403,0,1,0,0,0,0,0,0,0,1,5,7,0,2,2,2,2,1,54,6,4,3384.87133789063
18758,66,11,160403,0,0,0,0,1,0,0,0,0,0,1,7,0,2,2,2,2,1,43,5,7,15633.662109375
18758,65,11,160403,0,0,0,0,1,0,0,0,0,1,1,7,0,1,1,2,2,1,53,6,7,30171.142578125
18758,67,11,160403,0,1,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,43,6,5,22461.517578125
18758,68,11,160403,0,0,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,40,5,7,25233.583984375
18758,134,11,160403,0,0,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,41,6,9,77526
18758,135,11,160403,0,1,0,1,1,0,0,0,0,1,1,7,0,1,2,2,2,1,57,6,3,58259.265625
18758,136,11,160403,0,0,0,0,1,1,0,0,0,1,1,7,0,1,1,2,1,1,68,10,5,54120.671875
18756,67,11,160403,0,0,0,0,0,0,0,1,0,1,1,7,95,2,1,2,2,1,40,6,3,19958
18756,66,11,160403,0,0,0,0,0,0,0,1,0,1,1,7,10,2,2,2,2,1,63,3,1,29980.390625
18756,212,11,160403,0,1,0,1,1,0,0,1,0,1,1,7,24,2,1,2,1,2,49,6,6,65635.2890625
18756,213,11,160403,0,0,0,0,1,0,0,1,0,1,1,7,6,1,1,2,2,1,34,5,7,41433.5546875
18756,214,11,160403,1,1,0,1,1,0,0,1,0,1,1,7,145,1,1,2,2,1,57,7,5,42294
18756,216,11,160403,0,1,0,1,1,0,0,1,0,1,1,7,68,2,1,2,1,1,54,6,2,15400.1748046875
20534,57,11,160404,0,1,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,61,7,5,28352.57421875
20534,60,11,160404,0,0,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,1,31,4,6,7438.86669921875
20534,58,11,160404,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,43,9,6,28263.15234375
20534,59,11,160404,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,1,44,8,7,12520.99609375
18721,85,11,160404,0,1,0,1,1,0,0,1,0,1,1,7,13,2,1,2,2,1,65,5,5,7839.126953125
18721,86,11,160404,0,0,0,0,1,0,0,1,0,1,1,7,8,1,1,2,2,1,52,5,5,27058.07421875
18721,87,11,160404,0,0,0,0,1,0,0,1,0,1,1,7,6,2,2,2,2,2,68,4,2,15706.265625
18721,88,11,160404,0,1,0,0,1,0,0,1,0,1,1,7,4,1,1,2,2,1,42,5,6,13656.0400390625
18778,97,11,160404,0,1,0,0,0,0,0,1,0,1,1,7,5,2,2,2,2,1,62,5,4,17967.646484375
18778,98,11,160404,0,1,0,0,1,0,0,1,0,1,1,7,7,2,1,2,2,2,45,5,8,11792.5556640625
18778,99,11,160404,0,0,0,0,1,0,0,1,0,1,1,7,6,2,2,2,2,1,81,4,2,7889.20703125
20534,128,11,160404,0,0,0,0,1,1,0,0,0,1,1,7,0,2,1,2,2,1,62,5,5,23428.25
20534,126,11,160404,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,28,5,4,12851.4794921875
20534,127,11,160404,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,76,3,2,11636.7314453125
20534,130,11,160404,0,1,0,0,1,0,0,0,0,1,1,7,0,1,1,2,2,1,41,5,3,20340.787109375
18721,283,11,160404,0,0,0,0,1,0,0,0,0,0,5,7,0,2,1,2,2,1,51,3,8,27444.048828125
18721,284,11,160404,0,0,0,0,1,0,0,1,0,0,1,7,8,1,2,2,2,1,59,1,2,1898.94226074219
18721,287,11,160404,0,0,0,0,1,0,0,1,1,0,1,7,7,2,1,2,2,1,34,6,4,9583.0537109375
18721,288,11,160404,0,0,0,0,1,0,0,1,0,1,1,7,8,2,2,2,2,1,65,4,3,29474.853515625
18778,241,11,160404,0,1,0,1,1,0,0,1,0,1,1,7,87,1,1,2,1,1,65,10,9,82206.90625
18778,242,11,160404,0,1,0,0,0,0,0,1,0,1,1,7,30,1,2,2,1,1,35,6,3,18589.642578125
18778,243,11,160404,0,1,0,0,0,0,0,1,0,1,1,7,25,1,1,2,1,1,37,6,4,38764.64453125
18697,50,11,160501,0,1,0,0,1,0,0,1,0,1,1,7,26,2,1,2,2,1,44,5,7,31315.796875
18697,32,11,160501,0,1,0,0,0,0,0,1,0,1,1,1,183,1,1,2,1,1,61,8,2,116027.125
18697,120,11,160501,0,1,0,0,0,0,0,1,0,1,1,1,176,2,1,2,1,2,56,99,5,103270
18697,15,11,160501,0,1,0,0,0,0,0,1,0,1,1,7,43,1,1,2,1,2,31,8,3,46498.23828125
18697,85,11,160501,0,1,0,1,1,0,0,1,0,0,1,8,11,1,1,2,2,1,90,4,2,8158.05029296875
18679,12,11,160501,0,0,0,0,1,0,0,1,0,1,1,1,21,2,1,2,2,2,51,5,3,31992.033203125
18679,26,11,160501,0,0,0,1,1,0,0,1,0,1,1,7,15,2,1,2,2,2,77,6,8,38196.3203125
18679,46,11,160501,0,1,0,0,0,0,0,1,0,1,1,7,24,1,2,2,2,2,57,6,2,88284.3125
18679,1,11,160501,0,1,0,1,0,0,0,1,0,1,1,7,19,2,1,2,2,1,68,10,1,24242.296875
18679,20,11,160501,0,1,0,1,1,0,0,1,0,1,1,7,46,1,1,2,1,1,71,7,7,111499.21875
18679,63,11,160501,0,1,0,0,1,0,0,1,0,1,1,7,36,2,2,2,1,1,44,10,5,32697.873046875
18697,67,11,160501,0,1,0,1,0,1,0,1,0,1,1,7,10,1,1,2,2,1,39,6,6,21464.0625
18662,1,11,160501,0,1,0,1,0,0,0,1,0,1,1,7,13,2,2,2,2,1,43,5,4,50741.71875
18662,62,11,160501,0,1,0,1,0,0,0,1,0,0,1,7,22,1,1,2,2,1,86,3,2,5402.04052734375
18662,103,11,160501,0,1,0,0,0,0,0,1,0,1,1,1,69,1,1,2,1,1,46,9,4,41735.36328125
18662,123,11,160501,0,0,0,0,1,0,0,1,0,1,1,1,121,1,1,2,1,1,60,7,7,85643.140625
18662,21,11,160501,0,1,0,0,0,0,0,1,0,1,1,1,60,1,1,2,1,1,44,9,4,39996.92578125
18662,85,11,160501,0,1,0,0,1,0,0,1,0,1,1,7,55,2,1,2,2,2,47,8,4,77203.296875
18668,15,11,160501,0,0,0,0,1,0,0,1,0,0,1,8,0,2,1,2,2,2,72,4,1,13461.0400390625
18668,38,11,160501,0,1,0,1,0,0,0,1,0,1,1,1,14,2,1,2,1,1,49,6,3,74606.9921875
18668,83,11,160501,0,1,0,1,0,0,0,1,0,1,1,1,125,2,1,1,1,2,52,8,7,53987.9609375
18668,106,11,160501,0,0,0,0,1,0,0,1,0,1,1,1,64,1,2,2,1,1,65,6,6,40893.19921875
18668,129,11,160501,0,0,0,1,0,0,0,1,0,1,1,7,69,2,1,2,2,2,52,7,3,54429.80859375
18668,152,11,160501,0,1,0,1,0,0,0,1,0,1,1,1,47,2,1,2,1,1,46,7,4,59490.890625
18711,48,11,160501,0,0,0,0,1,0,0,1,0,1,1,7,30,2,1,2,2,1,39,5,7,22340.2578125
18711,120,11,160501,0,1,0,1,0,0,0,1,0,1,1,7,7,2,1,2,1,2,53,5,3,8537.7412109375
18711,96,11,160501,0,1,0,0,1,0,0,1,0,1,1,9,50,2,1,2,2,1,45,6,4,10489.349609375
18678,67,11,160501,0,1,0,1,0,0,0,1,0,1,1,7,37,1,2,2,2,2,33,9,2,24830.849609375
18678,87,11,160501,0,0,0,0,1,1,0,1,0,1,1,9,10,2,1,2,2,1,61,4,3,10116.65234375
18678,107,11,160501,0,1,0,0,1,1,0,1,0,1,1,1,22,1,1,2,2,2,53,8,5,35848.05078125
18678,127,11,160501,0,0,0,0,1,0,0,1,0,1,1,7,45,2,1,2,2,1,27,6,8,30389
18678,29,11,160501,0,0,0,1,1,1,0,1,0,1,1,7,20,1,1,2,1,1,49,8,5,35964.69921875
18678,48,11,160501,0,1,0,0,0,0,0,1,0,1,1,1,17,2,1,2,2,2,56,9,2,56857.08203125
18711,72,11,160501,0,0,0,0,1,0,0,1,0,1,1,7,15,2,1,2,1,1,38,6,8,27057
18711,144,11,160501,1,1,0,1,0,0,0,1,0,1,1,1,66,1,1,2,1,1,51,8,3,30829.216796875
18711,24,11,160501,0,1,0,0,1,0,0,1,0,1,1,7,16,1,2,2,2,2,43,8,4,45337.88671875
18765,148,11,160502,0,1,0,0,1,1,0,1,0,1,1,7,0,1,1,2,2,2,79,6,2,8848.15234375
18765,36,11,160502,0,0,0,0,1,1,0,1,0,1,1,7,11,1,1,2,2,1,42,5,9,16570.16796875
18765,49,11,160502,0,1,0,0,1,1,0,1,0,1,1,7,12,1,2,2,2,1,31,6,4,2865.08935546875
18765,119,11,160502,0,0,0,0,1,1,0,1,0,1,1,7,11,2,1,2,2,1,53,6,4,10894.40234375
18765,134,11,160502,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,1,82,5,2,5361.45556640625
18765,22,11,160502,0,0,0,0,1,1,0,1,0,1,1,7,12,1,1,2,2,1,54,6,7,20244.103515625
18765,8,11,160502,0,0,0,0,1,1,0,1,0,0,1,8,11,2,1,2,2,1,35,6,5,13278.8759765625
18684,12,11,160504,0,1,0,0,1,0,0,1,0,1,1,7,0,2,1,2,1,1,60,7,3,32678.2734375
18684,28,11,160504,0,0,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,77,6,6,26364.33203125
18684,44,11,160504,0,0,0,0,1,0,0,1,0,1,1,7,0,1,2,2,2,1,37,5,5,20871.525390625
18684,59,11,160504,0,0,0,0,1,0,0,1,0,1,1,7,0,1,1,2,2,1,64,5,4,23106.302734375
18684,75,11,160504,0,0,0,0,1,0,0,1,0,1,1,7,0,2,1,2,2,1,75,6,6,23584.953125
18684,92,11,160504,0,0,0,0,1,0,0,1,0,0,1,7,0,2,1,2,2,1,47,5,5,20953.3515625
18772,62,11,160504,0,0,0,0,0,1,0,1,0,0,1,7,24,2,1,2,2,1,49,5,4,5738.56787109375
18772,64,11,160504,0,1,0,0,1,1,0,1,0,1,1,7,20,2,1,2,2,1,61,8,2,4656.40234375
18772,188,11,160504,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,50,5,7,8316.1796875
18772,190,11,160504,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,57,6,9,32097.2734375
18772,192,11,160504,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,1,47,4,3,10846.880859375
18772,186,11,160504,0,0,0,0,1,1,0,0,0,0,5,7,0,1,2,2,2,1,45,5,9,18109.044921875
18772,191,11,160504,0,0,0,0,0,1,0,0,0,0,1,7,0,2,2,2,2,1,37,5,7,24751.916015625
18774,17,11,160505,0,0,0,0,1,0,0,0,0,1,1,7,0,2,1,2,1,1,44,5,5,22845.25390625
18774,18,11,160505,0,1,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,42,6,5,12340.234375
18774,19,11,160505,0,1,0,0,1,0,0,0,0,1,1,7,0,1,1,2,1,1,65,6,3,40139.62109375
18774,20,11,160505,0,0,0,0,1,0,0,0,0,1,5,7,0,2,2,2,2,1,41,6,7,16815.822265625
18774,106,11,160505,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,2,68,5,5,16528.546875
18774,107,11,160505,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,1,44,6,7,8935.74609375
18774,108,11,160505,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,56,4,3,8598.5546875
18746,13,11,160507,0,1,0,0,1,1,0,0,0,1,5,7,0,1,1,1,2,1,45,6,5,20149.58203125
18746,14,11,160507,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,32,6,5,10437.7197265625
18746,15,11,160507,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,68,6,3,8466.6826171875
18746,16,11,160507,0,1,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,37,6,4,8943.537109375
18746,98,11,160507,0,0,0,0,1,1,0,1,0,1,1,7,23,1,1,2,2,1,53,4,2,3841.62622070313
18746,97,11,160507,0,1,0,0,1,1,0,1,0,1,1,7,24,2,2,2,1,1,59,6,7,14833.1201171875
18746,99,11,160507,0,0,0,0,1,1,0,1,0,1,1,7,20,2,2,2,2,1,31,6,7,7437.11376953125
18746,100,11,160507,0,0,0,0,1,1,0,1,0,1,5,7,24,2,2,2,2,1,62,5,4,5868.68701171875
